DISSOLVEID, STEWARD_ID
102010,57650
1473,48797
101329,60746
102145,8470
1188,48797
100040,6810
102220,22159
682,12697
25,44659
1351,44659
102051,5799
738,48345
2483,51433
1819,44476
101452,60746
101311,60746
102217,22159
101653,50594
101301,60746
101945,5833
103603,62987
1624,48797
102022,5799
101368,60746
102386,37104
103379,58672
2055,51433
101364,60746
101913,44659
104626,48797
101779,63301
754,57749
2536,5799
2486,22159
1206,12532
101634,50594
101378,60746
720,63301
1557,6810
102347,25462
1722,51433
1608,62987
1872,63301
45,25462
101521,60746
1139,63301
101795,63301
1216,64686
1909,33312
101487,60746
1457,48345
101416,60746
101895,44476
101995,28832
2284,63408
2223,44476
1103,63301
104778,65516
1877,57749
101719,7245
397,63301
102832,20976
2207,44659
101687,20231
102094,5799
2678,62757
1213,44476
2256,63301
102188,62757
439,7245
2572,65516
806,51433
1373,44659
65,63301
101459,60746
1689,48797
1764,63301
102843,20976
1312,63301
412,51433
724,12697
2021,6810
104620,48797
102207,22159
1697,27011
1569,8470
102259,22159
101904,44476
1137,27011
601,27011
2267,27011
1868,27011
1487,27011
2437,27011
2549,27011
887,27011
823,27011
102837,20976
102307,45392
2561,27011
739,27011
939,27011
1468,51433
1183,27011
1832,27011
104084,43580
2596,48345
2541,27011
966,27011
998,27011
1693,48797
2088,12697
2189,58672
101291,60746
101673,50594
387,63301
101683,27934
1671,62171
101491,60746
101514,60746
102005,57650
2462,44659
2375,58672
102020,5799
888,27011
1151,63301
2456,8470
1075,63301
2669,12697
101652,50594
104679,27015
453,12697
385,63301
1755,61501
1196,55586
391,63301
116,63301
1264,48797
1078,63301
2286,7245
102047,5799
102109,8470
101647,50594
1788,48797
1490,62757
101460,60746
2230,59525
1147,48797
2149,62757
687,7245
102325,33909
1927,44659
1036,51433
428,45392
101650,50594
1521,51433
1442,51433
101325,60746
