"1544","Multnomah","Stairway Trail"
"1545","Clackamas","Stampher Rd"
"1546","Clackamas","Stanly Park Trail"
"1547","Clackamas","Stanly Park Trail Connector"
"1548","Washington","Starview Drive Trail"
"1549","Clark","Starway Trail"
"1550","Clatsop","Steam Donkey Trail"
"1551","Washington","Step Creek Trail"
"1552","Clackamas","Steves Camp Trail"
"1553","Clackamas","Steven Meadows Trail"
"1554","Clackamas","Still Creek Trail #780"
"1555","Clackamas","Stone Creek Trail #491"
"1556","Washington","Stonebridge Dr - Thompson Rd Connector"
"1557","Tillamook","Storey Burn Trail"
"1558","Washington","Storey Burn Trail"
"1559","Clackamas","Stratford Ct - Wilsonville Rd Connector"
"1560","Multnomah","Strawberry Meadows Greenway - Connector"
"1561","Multnomah","Stuart Ridge Greenway - Connector"
"1562","Clark","Sturgeon Trail"
"1563","Washington","Sue Guyton Heritage Tree Grove Trail"
"1564","Multnomah","Sullivans Gulch Trail - Connector"
"1565","Washington","Summerlake Park Trail"
"1566","Multnomah County","Summerplace HOA - NE Jewell St Connector"
"1567","Multnomah County","Summerplace HOA - NE Newport St Connector"
"1568","Multnomah County","Summerplace HOA - NE Thompson St connector"
"1569","Multnomah","Summit - Greenway Ave Connector"
"1570","Multnomah","Summit Lane Trail"
"1571","Clackamas","Summit Trail"
"1572","Multnomah County","Summplace HOA - NE 158th Ave Connector"
"1573","Multnomah","Sumner St"
"1574","Clackamas","Sundeleaf Plaza"
"1575","Clackamas","Sunny Slope Trail"
"1576","Clackamas","Sunnyside Road Trail"
"1577","Multnomah","Sunnyside Trail"
"1578","Clackamas","Sunrise Heights Homeowners Association Trails - Connector"
"1579","Multnomah","Sunrise Park - Connector"
"1580","Washington","Sunset Blvd - Stonehaven St Connector"
"1581","Washington","Sunstone Loop - 155th Ave Connector"
"1582","Multnomah","Sweetbriar Lane - 34th Circle Connector"
"1583","Multnomah","Sweetbriar Rd - Topaz Dr Connector"
"1584","Washington","Sweetgale Ct - Kaiser Rd Connector"
"1585","Washington","Swing Donkey Trail"
"1586","Multnomah","Syracuse Street"
"1587","Clackamas","TBBV Path"
"1588","Clackamas","Table Rock Access Trail"
"1589","Multnomah","Tabor Summit Dr"
"1590","Washington","Tadpole Pond Trail"
"1591","Clackamas","Talbert Drive Trail"
"1592","Multnomah","Talbot - Greenway Ave Viaduct Connector"
"1593","Clackamas","Tanler Dr - Summerlin Dr connection"
"1594","Multnomah","Tanner Butte Trail #401"
"1595","Multnomah","Tanner Creek Trail #431"
"1596","Multnomah","Tanner Cutoff Trail #448"
"1597","Multnomah","Tanner Springs Park - Connector"
"1598","Multnomah","Tanner Springs Park Trail"
"1599","Multnomah","Tanner Springs Trail #401E"
"1600","Clackamas","Taralon Residential Community Association Trails - Connector"
"1601","Multnomah","Taylor St - Salmon St Connector"
"1602","Clackamas","Ten Eyck Path"
"1603","Washington","Ten Minute Trail"
"1604","Clackamas","Terrace Dr Connector"
"1605","Clackamas","Territorial Trail"
"1606","Multnomah","Terwilliger - Bancroft Connector"
"1607","Multnomah","Terwilliger Trail - Connector"
"1608","Multnomah","Terwilliger Trail Access"
"1609","Washington","Thatcher Park Trails - Connector"
"1610","Washington","Thatcher Rd - Comiskey St Connector"
"1611","Washington","Thompson Rd - Keeton Park Ln"
"1612","Washington","Thompson Rd - Tustin Ranch Dr Connector"
"1613","Multnomah","Thorburn - Ash Connector"
"1614","Washington","Thornwood Trail"
"1","Multnomah"," N Newark St - N Columbia Blvd Connector"
"2","Multnomah","1000 Acres Road"
"3","Washington","103rd Ave - Ridgewood Elementary School Connector"
"4","Washington","106th - Meier Connector"
"5","Multnomah","106th - Mll Ct Connector"
"6","Multnomah","10th Ave - Canby St Connector"
"7","Washington","1135th And Gallo Trail"
"8","Washington","114th Ave - 117th Loop Connector"
"9","Washington","117th Ave - 114th Ave Connector"
"10","Multnomah","117th Ave - 114th Ave Connector"
"11","Clackamas","11th Ave - Moalla Forest Rd Connector"
"12","Washington","128th Ave Path"
"13","Washington","129th Avenue Trail"
"14","Multnomah","12th St Connector"
"15","Washington","135th Ave - Stirrup Ct Connector"
"16","Washington","136th - 135th Connector"
"17","Washington","137th - 136th Connector"
"18","Washington","138th Pl - Oakpoint Way Connector"
"19","Clackamas","147th Ave - Page Park Ct Connector"
"20","Clackamas","149th Ter - 150th Ter Connector"
"21","Multnomah","14th Pl - Connector"
"22","Clackamas","152nd - SE Nia Dr Connector"
"23","Washington","158th Ave - Galena Way"
"24","Multnomah","158th Service Road"
"25","Multnomah","15th St - 15th Ct Connector"
"26","Washington","160th Ave - Mt Willams Connector"
"27","Washington","163rd Pl - Hart Rd Connector"
"28","Washington","16th Ave - Alpine St Connector"
"29","Multnomah","16th Ave - Connector"
"30","Multnomah","16th Way - Grant Way Connector"
"31","Washington","170th Ave - Gables Creek Ln Connector"
"32","Washington","173rd - 170th Connector"
"33","Washington","174th Ave - Tucson St Connector"
"34","Clackamas","18th PL - Moalla Forest Rd Connector"
"35","Multnomah","1st Ave - Everett St Connector"
"36","Multnomah","1st Ave Connector Under Morrison Bridge"
"37","Multnomah","1st St Connector"
"38","Clackamas","1st St. Path"
"39","Washington","1st Street Pedestrian Path"
"40","Washington","209th Ave - Dutton Ct Connector"
"41","Washington","209th Ave - Quntessa Ct Connector"
"42","Washington","209th Ave - Ravenswood St Conenctor"
"43","Washington","209th Ave - Skiver St Connector"
"44","Clackamas","20th PL Connector"
"45","Clackamas","213 Connector Trail - Connector"
"46","Multnomah","21st Ave Connector"
"47","Multnomah","22nd Ave Connector"
"48","Multnomah","23rd Ave Connector"
"49","Multnomah","25th Pl - Westover Rd Connector"
"50","Washington","28th Ave - 28th Pl Connector"
"51","Multnomah","29th - Stark St Connector"
"52","Multnomah","29th Ave - 28th Pl Connector"
"53","Washington","29th Ave - 28th Pl Connector"
"54","Multnomah","29th Ave - Quimby St Connector"
"55","Multnomah","2nd Ave - 3rd Ave Connector"
"56","Multnomah","2nd St - 3rd St Connector"
"57","Multnomah","30th Ave - Karla Ct Connector"
"58","Multnomah","31st Ave - 32nd Ave Connector"
"59","Washington","31st St - Connector"
"60","Multnomah","32nd Ave - Pardee St Connector"
"61","Multnomah","33rd St - Hampton Lp Connector"
"62","Washington","36th Ave - David Hill Connector"
"63","Washington","36th Ave - David Hill Rd Connector"
"64","Washington","36th Ave Connector"
"65","Washington","36th Pl - Shibe St Connector"
"66","Washington","37th Ave Connector"
"67","Multnomah","47th Ave - 48th Ave Connector"
"68","Multnomah","48th Ave Connector"
"69","Clackamas","4th Street - 5th Street Connector"
"70","Multnomah","52nd Ave Connection"
"71","Multnomah","54th Ave Connection"
"72","Multnomah","5th Court - Towle Avenue Connector"
"73","Multnomah","5th St - Bryn Mawr Pl Connector"
"74","Clackamas","63rd - Kruise Oaks Blvd Connector"
"75","Multnomah","6th Ave Connector"
"76","Washington","74th Ave Path"
"77","Washington","75th Ave - Ridgewood Ave Connector"
"78","Multnomah","88th Ave - Lafayette St Connector"
"79","Multnomah","90th Ave - Foster Rd Connector"
"80","Washington","96th - Boones Ferry Rd Connector"
"81","Multnomah","98th Ave Connector"
"82","Washington","Adair St - Baseline St Connector"
"83","Multnomah","Adriatic Ave - Haven Ave"
"84","Multnomah","Ainsworth 100 Trail"
"85","Multnomah","Ainsworth 200 Trail"
"86","Multnomah","Ainsworth 300 Trail"
"87","Multnomah","Ainsworth Loop"
"88","Multnomah","Alameda St - 38th Ave Connector"
"89","Multnomah","Alameda St - Wistaria Dr Connector"
"90","Multnomah","Alameda Terrace - Freemont St Connector"
"91","Multnomah","Albert Kelly Park Connector"
"92","Multnomah","Alberta Park Jogging Trail"
"93","Multnomah","Alberta St Connector"
"94","Clackamas","Alder Flat Trail #574"
"95","Multnomah","Alder Ridge Trail"
"96","Multnomah","Alder Trail"
"97","Multnomah","Alderwood Trail"
"98","Washington","Alexander Ln Connector"
"99","Multnomah","Alice Trail"
"100","Multnomah","Alpenrose Trail"
"101","Washington","Alpine Park Trails - Connector"
"102","Clackamas","Alpine Trail"
"103","Multnomah","Alta Vista - Montgomery Connector"
"104","Clackamas","Americorp Alley"
"105","Washington","Ames Lane Trail"
"106","Multnomah","Anchor Way - Marine Dr Connector"
"107","Multnomah","Anderegg Trail"
"108","Clackamas","Andrea St - Mo Ccasin Connector"
"109","Clackamas","Andrews Rd. Path"
"110","Multnomah","Angels Rest Trail"
"111","Multnomah","Angels Rest Trail #415"
"112","Clackamas","Antler Ave. Path"
"113","Clackamas","Anvil Lake Trail #724"
"114","Clackamas","Apollo Rd - Randall St Connector"
"115","Washington","Applewood Trail"
"116","Clackamas","Arbor Crossing Homeowners Association Trails - Connector"
"117","Clackamas","Arrowhead Trail"
"118","Multnomah","Art Loop Overlook"
"119","Washington","Ash Trail"
"120","Clackamas","Ashley Meadows Park Trails - Connector"
"121","Multnomah","Aspen Ave - Thurman St Connector"
"122","Multnomah","Aspen Trail"
"123","Clackamas","Atkinson Park Trail"
"124","Washington","Atley Estates Park Trails"
"125","Clackamas","Auburn Dr - Partlow Rd Connector"
"126","Clackamas","Averill Parkway Trail"
"127","Clackamas","B Ave. Path"
"128","Clackamas","B St - 32nd Ave Connector"
"129","Multnomah","BES Water Quality Control Lab Trail"
"130","Multnomah","BPA Offshoot"
"131","Multnomah","BPA Road"
"132","Clackamas","Bachelor Ave. Path"
"133","Marion","Bagby Trail #544"
"134","Clackamas","Bagby Trail #544"
"135","Clackamas","Baker Prairie Trail"
"136","Multnomah","Baltimore Ave Path"
"137","Multnomah","Baltimore Woods Trail"
"138","Washington","Banks-Vernonia Trail - Connector"
"139","Columbia","Banks-Vernonia Trail - Connector"
"140","Washington","Bannister Creek Park Trail"
"141","Washington","Barber Chair Trail"
"142","Multnomah","Barbour Blvd Bike Ramp"
"143","Multnomah","Barbur Blvd - View Point Terrace Connector"
"144","Multnomah","Barbur TC Connector"
"145","Washington","Bark Spud Trail"
"146","Washington","Barlow Rd - Hall Blvd Connector"
"147","Clackamas","Barlow Road Trail"
"148","Washington","Barlow Square Path Connector"
"149","Clackamas","Barlow Trail #601A"
"150","Clackamas","Barlow Trail Road"
"151","Washington","Barrows Park Trail"
"152","Washington","Barrows Powerline Trail - Connector"
"153","Washington","Barrows Powerline Trail connector"
"154","Clackamas","Bat Trail"
"155","Clackamas","Baty Butte Trail #545"
"156","Multnomah","Beaver Creek Canyon Trails"
"157","Clackamas","Beaver Trail"
"158","Clackamas","Beavercreek Community Trails - Connector"
"159","Washington","Beaverton Creek Greenway"
"160","Washington","Beaverton to Milwaukie Trail - Connector"
"161","Multnomah","Beaverton to Milwaukie Trail - Connector"
"162","Clackamas","Becke Ct. Path"
"163","Multnomah","Beech St"
"164","Multnomah","Beech Trail"
"165","Multnomah","Bell Creek Trail #459"
"166","Washington","Bell Ct Trail"
"167","Clackamas","Bella Casa Homeowners Association Trails - Connector"
"168","Multnomah","Bella Vista Park Trails - Connector"
"169","Multnomah","Bella Vista Park Trails Connector"
"170","Clackamas","Bellevue Way Connector"
"171","Multnomah","Bellinham Trail"
"172","Multnomah","Bellinham Trail - Access"
"173","Washington","Ben Graf Park Trail"
"174","Clackamas","Bennignton Ct - Rosemont Rd Connector"
"175","Multnomah","Bertha Blvd Path"
"176","Washington","Bethany Meadows Park Trail"
"177","Washington","Bethany Terrace Trail"
"178","Clackamas","Bexhill - 19th Connector"
"179","Multnomah","Big Fir Trail"
"180","Washington","Big Fir Trail"
"181","Multnomah","Bike Path"
"182","Multnomah","Birch Trail"
"183","Washington","Birchair Ln - Cornell Rd"
"184","Multnomah","Black-tailed Deer Trail"
"185","Washington","Blacktail Way"
"186","Clackamas","Bland Cir - Alpine Dr Connector"
"187","Clark","Blanford Canyon Trail"
"188","Clackamas","Blue Heron - Cardinal Dr Connector"
"189","Washington","Blue Heron Trail"
"190","Clark","Bluff Mountain Trail"
"191","Clackamas","Bluff Rd Path"
"192","Multnomah","Bluff Trail"
"193","Washington","Boat Ramp Access"
"194","Washington","Bobcat Marsh Trail"
"195","Clackamas","Boeckman Creek Crossing Trail - Connector"
"196","Clackamas","Boeckman Creek Trail"
"197","Clackamas","Bommer Trail"
"198","Clackamas","Bonanza Trail #786"
"199","Washington","Bonita Rd Path"
"200","Clackamas","Boomer Trail"
"201","Washington","Boomescooter Trail"
"202","Multnomah","Boones Ferry Horse Trail"
"203","Clackamas","Borland Rd - 56th Ct Connector"
"204","Clackamas","Boulder Ridge Trail #783A"
"205","Multnomah","Boundary Trail"
"206","Multnomah","Bridal Veil Falls Trail"
"207","Clackamas","Bridge Connector"
"208","Clackamas","Bridgeport to Milwaukie Trail - Connector"
"209","Multnomah","Bridgeton Promenade"
"210","Multnomah","Bristlecone Pine Trail"
"211","Multnomah","Broadway - Davenport Connector"
"212","Multnomah","Broadway - Terrace Connector"
"213","Clark","Broadway St - C St Connector"
"214","Multnomah","Broadway Trail"
"215","Washington","Brockman St - Quint Ct Connector"
"216","Washington","Bronson - Cornell Connector"
"217","Washington","Bronson Creek Park Trail - Connector"
"218","Washington","Brooke Creek Trail"
"219","Multnomah","Brooklyn Pedestrian Connector"
"220","Multnomah","Brookridge St Connector"
"221","Multnomah","Brookside Wetland Trail"
"222","Washington","Brookwood Parkway Trail"
"223","Washington","Brookwood Pkwy - 47th Ave Connector"
"224","Multnomah","Broughtons Bluff Trail"
"225","Clackamas","Browns Ferry Park Trails"
"226","Washington","Bruce Clere Trail"
"227","Clackamas","Bryant Road Path"
"228","Multnomah","Bryn Mawr Way Connector"
"229","Clackamas","Buck Lake Trail #728"
"230","Multnomah","Buck Point Trail #439"
"231","Washington","Bucking Pass"
"232","Multnomah","Buffalo St Connector"
"233","Clackamas","Bull of the Woods Trail #550"
"234","Marion","Bull of the Woods Trail #550"
"235","Washington","Bullbucker Trail"
"236","Washington","Bumping Knots Loop"
"237","Clackamas","Burgundy Rose Homeowners Association Trails - Connector"
"238","Multnomah","Burlingame Ave Path"
"239","Multnomah","Burlingame Ter Path"
"240","Multnomah","Burnside Bridge - Connector"
"241","Multnomah","Burnside Bridge Path"
"242","Multnomah","Burnside St - SW Morrison St Connector"
"243","Clark","Burnt Bridge Creek Trail"
"244","Clackamas","Burnt Lake Trail #772"
"245","Multnomah","Butler Creek Greenway Trail - Connector"
"246","Clackamas","Butteville Road Path"
"247","Marion","C-loop Trail"
"248","Multnomah","CAT Road (retired)"
"249","Clackamas","Cabana Ln"
"250","Clackamas","Cache Meadow Trail #702"
"251","Multnomah","Cactus Dr - Cedar St Connector"
"252","Washington","Caddywhomper Way"
"253","Clackamas","Calaroga Ct Water Access Trail"
"254","Washington","Calico Ct - Downing Dr Connector"
"255","Multnomah","California St - 37th Ave Connector"
"256","Multnomah","California St - SW 26th Ave Connector"
"257","Clackamas","Camden Ln - Bilford Ln Connector"
"258","Multnomah","Cameron Rd Path"
"259","Washington","Camile Park Trails"
"260","Multnomah","Camp Tolinda Trail"
"261","Clackamas","Campbell Elementary School Path"
"262","Clackamas","Canal Rd Connector"
"263","Clackamas","Canemah Bluffs Trail"
"264","Clackamas","Canemah Trail"
"265","Multnomah","Cannon Trail"
"266","Clackamas","Canyon Creek Park Trails - Connector"
"267","Multnomah","Capitol Hwy Path"
"268","Multnomah","Cardinell - Clifton Connector"
"269","Multnomah","Cardinell Dr Connector"
"270","Clackamas","Carmen Drive Trail"
"271","Clackamas","Carriage - Hidden Springs Connector"
"272","Multnomah","Caruthers St Path"
"273","Clackamas","Cast Creek Trail #773"
"274","Clackamas","Castle Canyon Trail #765"
"275","Washington","Castle Hill Trail"
"276","Multnomah","Cathedral Park Trail"
"277","Clackamas","Caufield St Connector"
"278","Tillamook","Cedar Butte"
"279","Washington","Cedar Creek Trail"
"280","Multnomah","Cedar Grove Trail"
"281","Washington","Cedar Grove Trail"
"282","Clackamas","Cedar Island Bridge"
"283","Clackamas","Cedar Island Trail"
"284","Clackamas","Cedar Knoll Trail"
"285","Multnomah","Cedar Lake HOA Trail"
"286","Washington","Cedar Mill Creek Trail"
"287","Washington","Cedar Mill Park Trail"
"288","Clackamas","Cedar Park Trail"
"289","Clackamas","Cedar St Connector"
"290","Multnomah","Cedar Trail"
"291","Clackamas","Cedaroak Drive Path"
"292","Washington","Centennial Trail"
"293","Multnomah","Center Loop"
"294","Multnomah","Center Trail"
"295","Clackamas","Central Point Rd - Payson Ln Connector"
"296","Clackamas","Cerne - St Mofitz Lp Connector"
"297","Marion","Champoeg Bike Trail"
"298","Marion","Champoeg Nature Trail"
"299","Washington","Channing Heights Mini-park Trail"
"300","Clark","Chelatchie Prairie Rail With Trail"
"301","Multnomah","Cherry Trail"
"302","Clackamas","Cheryl Ct - Meadowlark Ln Connector"
"303","Multnomah","Chesapeak Ave - Fairmount Blvd"
"304","Washington","Chestnut - 99th Connector"
"305","Multnomah","Chestnut Trail"
"306","Washington","Chickadee Trail"
"307","Multnomah","Chimney Park Trail"
"308","Clark","Chinook Creek Trail"
"309","Clark","Chinook Trail"
"310","Multnomah","Christian School of Portland Connector"
"311","Washington","Cinnamon Hills Park Path"
"312","Clackamas","City of Lake Oswego Trails"
"313","Clackamas","Clackamas Community College Loop Trail"
"314","Clackamas","Clackamas Community College Trails - Connector"
"315","Multnomah","Clackamas Connector"
"316","Clackamas","Clackamas High School Trails - Connector"
"317","Clackamas","Clackamas River Access"
"318","Clackamas","Clackamas River Greenway"
"319","Clackamas","Clackamas River Greenway - Connector"
"320","Clackamas","Clackamas River Trail #715"
"321","Clackamas","Clackamas Riverbend Trail"
"322","Multnomah","Clackamas St Connector"
"323","Clackamas","Clackamas Town Center MAX Station Path"
"324","Clackamas","Clackamas Town Center Trail"
"325","Clackamas","Clackamas Town Center Trail - Connector"
"326","Multnomah","Clarendon Ave - Fessenden St Connector"
"327","Multnomah","Climbing Wall Trail"
"328","Clackamas","Coffee Creek Trail"
"329","Clackamas","Cofur D Alene Dr - Crescent Dr Connector"
"330","Multnomah","Coho Ct - Kokanee Ln Connector"
"331","Clackamas","College Hill Pl - Maryl Creek Connector"
"332","Multnomah","Columbia Blvd Pedestrian Bridge"
"333","Multnomah","Columbia Park Trails - Connector"
"334","Multnomah","Columbia Park Trails Connector"
"335","Multnomah","Columbia River Trail Extension"
"336","Multnomah","Columbia Slough Trail - Connector"
"337","Multnomah","Columbia Slough Water Access Trail"
"338","Multnomah","Columbia Slough Water Quality Facility Trails"
"339","Multnomah","Columbia Slough Water Trail Launch"
"340","Washington","Commerce Cir - Elligsen Connector"
"341","Clackamas","Communication Breakdown Trail"
"342","Clackamas","Con Battin Rd - SE Fuller Rd MAX Station Connector"
"343","Multnomah","Condor - View Point Terrace Connector"
"344","Multnomah","Condor Ave Connector"
"345","Multnomah","Confluence Trail"
"346","Multnomah","Congress Ave - Saratoga St"
"347","Washington","Connector"
"348","Multnomah","Connector Trail"
"349","Clackamas","Connector Trail"
"350","Multnomah","Connor Trail"
"351","Clackamas","Cooks Butte Park Trails - Connector"
"352","Clackamas","Cool Creek Trail #794"
"353","Washington","Cooper Mountain Access Trail"
"354","Washington","Cooper Mountain Loop"
"355","Washington","Cooper Mountain Loop Trail"
"356","Multnomah","Cora / Kenilworth Loop"
"357","Clackamas","Coralburst St Path"
"358","Clackamas","Coralburst St. Path"
"359","Multnomah","Corbeth Loop"
"360","Multnomah","Corbett Ave - Ross Island Bridge Connector"
"361","Multnomah","Corbett Loop Access"
"362","Washington","Cornelius Pass Rd"
"363","Multnomah","Cornell Rd - 26th Ave"
"364","Multnomah","Cornell Rd - Overton St Connector"
"365","Multnomah","Cornell Rd - Summit Ave Connector"
"366","Clackamas","Cornell St Path"
"367","Clackamas","Corral Springs Trail #507"
"368","Clark","Cottonwood Beach Trail"
"369","Clark","Cottonwood Beach Trail Access"
"370","Clark","Cottonwood Beach Trail Connector"
"371","Clackamas","Cottonwood Meadows Trail #705"
"372","Multnomah","Couch St Connector"
"373","Washington","Cougar Ridge - Deer Connector"
"374","Multnomah","Cougar Trail"
"375","Washington","Cougar Trail"
"376","Washington","Council Creek Homeowners Association Trails - Connector"
"377","Multnomah","Council Crest Trail"
"378","Clackamas","Courtside Neighborhood Park Trails - Connector"
"379","Washington","Coyote Trail"
"380","Clackamas","Coyote Way"
"381","Washington","Creek Trail"
"382","Multnomah","Creek Trail"
"383","Clackamas","Crescent Dr Connector"
"384","Multnomah","Creston Loop"
"385","Multnomah","Creston Park Trails - Connector"
"386","Clackamas","Crestview Dr - Bland Connector"
"387","Clackamas","Cripple Creek Trail #702"
"388","Clackamas","Crosstown Trail #755"
"389","Clackamas","Crown Ct - Windsor Ter Connector"
"390","Multnomah","Crystal Springs Rhododendron Gardens Trails - Connector"
"391","Multnomah","Cullen Blvd Path"
"392","Multnomah","Cumberland Trail"
"393","Multnomah","Custer Way"
"394","Clackamas","D St - C St Connector"
"395","Multnomah","Da Vinci Middle School Path"
"396","Multnomah","Dabney300"
"397","Clark","Daniels Street Path"
"398","Washington","Darby St - Barberry Dr"
"399","Washington","David Hill Road Trail"
"400","Washington","Davies Rd - Brockman St Connector"
"401","Multnomah County","Davies Rd - Campion Ct Connector"
"402","Clackamas","Davis Ln - Boones Ferry Connector"
"403","Washington","Dawson Creek Park Trails - Connector"
"404","Multnomah","Decatur St Path"
"405","Washington","Decatur Way - Bethany Blvd Connector"
"406","Clackamas","Deer Foot Trail"
"407","Clackamas","Deer Skull Trail"
"408","Multnomah","Delaware Ave"
"409","Multnomah","Delta Park Connector"
"410","Multnomah","Delta Park Trail"
"411","Clackamas","Denton Dr - Westlake Dr Connector"
"412","Multnomah","Depot Park Trails - Connector"
"413","Clackamas","Devils Tie Trail #767"
"414","Multnomah","Devils Rest Trail #420C"
"415","Multnomah","Dexter McCarty Middle School Connector"
"416","Washington","Diamond Back - 174th Ave Connector"
"417","Clackamas","Dickey Creek Trail #553"
"418","Clackamas","Dickey Lake Trail #549"
"419","Multnomah","Division St - Caruthers St"
"420","Multnomah","Division St Pedestrian Bridge"
"421","Multnomah","Division St Pedestrian Overpass"
"422","Multnomah","Dock Trail"
"423","Clackamas","Dog Creek Trail"
"424","Multnomah","Dogwood Trail"
"425","Clatsop","Dooley Spur Loop"
"426","Multnomah","Douglas Fir Trail"
"427","Clackamas","Douglas Trail #781"
"428","Washington","Dover St Planned"
"429","Washington","Downing Path Trail"
"430","Washington","Downing Path Trail Connector"
"431","Washington","Downtown Hillsboro MAX Station Connector"
"432","Multnomah","Driveway"
"433","Multnomah","Drovers Trail"
"434","Clackamas","Dry Fir Trail #674A"
"435","Clackamas","Dry Ridge Trail #518"
"436","Clackamas","Dubarko Estates Path"
"437","Multnomah","Dublin Lake Trail #401B"
"438","Multnomah","Dunbar - Firelane 15 Connector"
"439","Multnomah","Duniway Park Track"
"440","Multnomah","Durham Ave - Holman St Connector"
"441","Washington","Durham City Park Trail"
"442","Washington","Durham Rd Path"
"443","Multnomah","Dwight Ave - Woolsey Ave"
"444","Clackamas","E Ave. Path"
"445","Washington","E St - 22nd Ave Connector"
"446","Washington","E St - Tara Ct Connector"
"447","Multnomah","EMANUEL HOSPITAL PATH"
"448","Clackamas","Eagle Creek Cutoff Trail #504"
"449","Hood River","Eagle Creek Trail #440"
"450","Clackamas","Eagle Creek Trail #501"
"451","Multnomah","Eagle Tanner Trail #433"
"452","Clark","East 1st Street"
"453","Washington","East Butte Park Trails"
"454","Multnomah","East End Loop Trail"
"455","Clark","East Fork Of The Lewis River Trail"
"456","Multnomah","East Powell Boulevard"
"457","Washington","East Woodland Trail"
"458","Multnomah","Eastbank Esplanade - Connector"
"459","Multnomah","Eastside Greenway Trail"
"460","Clark","Eds Trail"
"461","Multnomah","Edgewood - Edgewood Connector"
"462","Clackamas","Elder Oak Plaza Spur"
"463","Multnomah","Elderberry Trail"
"464","Multnomah","Elizabeth - Vista Connector"
"465","Tillamook","Elk Creek Trail"
"466","Clackamas","Elk Lake Creek Trail #559"
"467","Marion","Elk Lake Creek Trail #559"
"468","Tillamook","Elk Mountain Trail"
"469","Washington","Elk Run Dr - Laidlaw Rd Connector"
"470","Washington","Elk Run Dr - West Union Rd Connector"
"471","Clark","Ellen Davis Trail"
"472","Multnomah","Elliot Dr - 27th St Connector"
"473","Washington","Elliot Trail"
"474","Multnomah","Ellis Street Access"
"475","Washington","Elm St"
"476","Clackamas","Elmran Drive Path"
"477","Clackamas","Emerald Cascade St. Path"
"478","Multnomah","Englewood Horse Trail"
"479","Clackamas","Essex Ct - Wilsonville Rd Connector"
"480","Clark","Esther Short Park Trails"
"481","Clackamas","Eureka Peak Trail #671"
"482","Washington","Evergreen MS - NE Sunburst Ave Connector"
"483","Clark","Evergreen Trail at Columbia Springs"
"484","Clackamas","FAOF Canberra Trail"
"485","Clackamas","Fairhaven Ct Connectory"
"486","Clackamas","Fairhaven Dr Connector"
"487","Clackamas","Fairhaven Dr/Ct Connector"
"488","Multnomah","Fairvale Ct Path"
"489","Multnomah","Fairview Blvd - Champlain Dr"
"490","Multnomah","Fairview Trail"
"491","Clackamas","Falls Loop Trail"
"492","Washington","Fanno Creek Trail - Connector"
"493","Washington","Fanno Creek Trail Connector"
"494","Washington","Fanno Creek Trail at Oregon Electric ROW"
"495","Clackamas","Fanton Trail #505"
"496","Multnomah","Fargo Ct -122nd Ave Connector"
"497","Multnomah","Faubion School Connector"
"498","Washington","Fellings Wedge"
"499","Clackamas","Fern Trail"
"500","Multnomah","Fernwood Trail"
"501","Clackamas","Ferry Rd Connector"
"502","Clackamas","Fielding Rd"
"503","Multnomah","Fir Trail"
"504","Multnomah","Firelane 1"
"505","Multnomah","Firelane 10"
"506","Multnomah","Firelane 12"
"507","Multnomah","Firelane 13"
"508","Multnomah","Firelane 13a"
"509","Multnomah","Firelane 15"
"510","Multnomah","Firelane 15 Parking"
"511","Multnomah","Firelane 2"
"512","Multnomah","Firelane 3"
"513","Multnomah","Firelane 4"
"514","Multnomah","Firelane 5"
"515","Multnomah","Firelane 5 Extension"
"516","Multnomah","Firelane 7"
"517","Multnomah","Firelane 7a"
"518","Multnomah","Firelane 8"
"519","Multnomah","Firelane 9"
"520","Clackamas","Fish Creek Mountain Trail #541"
"521","Multnomah","Fiske Ave - Dwight Ave"
"522","Multnomah","Fiske Ave - Newman Ave"
"523","Clackamas","Flag Mountain Trail #766"
"524","Multnomah","Flicker Trail"
"525","Multnomah","Flint Ave"
"526","Multnomah","Floodplain Trail"
"527","Clackamas","Flow Motion"
"528","Washington","Foege Park Trails - Connector"
"529","Multnomah","Foley-Balmer Trail"
"530","Clackamas","Follow the Leader"
"531","Clackamas","Foothills Park Trail"
"532","Clackamas","Forest - Wilderness Dr Connector"
"533","Multnomah","Forest Edge Trail"
"534","Washington","Forest Glen Park Trails - Connector"
"535","Washington","Forest Grove Open Space Trail - Connector"
"536","Multnomah","Forest Heights Open Space Trails - Connector"
"537","Washington","Forest Heights Open Space Trails - Connector"
"538","Multnomah","Forest Lane"
"539","Washington","Forge Dr - Strasburg Dr Connector"
"540","Multnomah","Foster Floodplain Natural Area Trail"
"541","Multnomah","Foster Floodplain Natural Area Trail - Connector"
"542","Columbia","Four County Point"
"543","Clatsop","Four County Point"
"544","Multnomah","Fourth Avenue Trail"
"545","Multnomah","Franklin Ridge Trail #427"
"546","Washington","Freemont St Connector"
"547","Clackamas","Freepons Park Trail"
"548","Washington","French Prairie Bridge"
"549","Clark","Frenchmans Bar Trail"
"550","Multnomah","Fulton CC Driveway"
"551","Clackamas","Furlong Ct Connector"
"552","Washington","Gardenia St - E St Connector"
"553","Multnomah","Gasline Trail"
"554","Clackamas","Gate Connector Trail"
"555","Multnomah","Gateway Green Trail"
"556","Clackamas","Gateway Trail"
"557","Multnomah","Gateway Transit Center - I-205 Corridor Connector"
"558","Multnomah","George Himes Park Trail"
